id_program,id_site,id_organization,program_name,agency_name,site_name,site_address,site_city,site_county,site_province,site_country,site_postalcode,site_latitude,site_longitude,id_cioc,pubcode_cioc,heading_cioc,category,tax_code,tax_name,physical_access,desc_program,desc_agency,email,how_to_apply,eligibilty,fees,funding_source,hours,languages_of_service,website,coverage_cioc,phone_office,phone_tollfree,phone_tty,fax,last_verified_date,record_owner,record_language
55553785,55553784,55553783,Church Out Serving,Church Out Serving,Church Out Serving,83 Sydenham St,Norfolk,Norfolk,ON,Canada,N3Y 1R8,42.837181,-80.301509,SIM1058,INFOBHN-CAT,Addiction; Addiction Support Groups; Assistive Devices; Donation Programs / Thrift Shops; Free / Low-Cost Meals,Addiction Supports;Assistive devices;Baby Items;Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Personal care/health care,BD-5000.1470; BD-5000.8300; BM-6500.1500-150; BM-6500.6500-650; LH-5000.3300; PN-8100.0500-270; TI-1800.1500; TI-1800.3000; TJ-6500.1000,Community Meals; Homeless Meals; Diapers; Personal/Grooming Supplies; Incontinence Supplies; General Addictions/Substance Use Disorder Support Groups; Clothing Donation Programs; Household Goods Donation Programs; Community Calendars,,"Faith-based care network serving the community
<br>
<br>Projects include:
<br>* We Believe in Simcoe - free two-day festival helping those in need with free goods and services, and a community fireworks
<br>* Donation Station - accepts and shares gently used furniture, appliances, baby items, and kitchen basics with those who cannot afford to purchase them
<br>* Children's Station - children's clothing shoes, winter wear or sporting goods
<br>* Emergency Meal Program - provides meals to the homeless or individuals in other life crisis
<br>* When Is That Again - events calendar
<br>* Celebrate Recovery - community help program to help people rise above life's hurts, habits, and hang-ups
<br>* First Serving Dinners - free community meal program
<br>* The Bottom Line - offers baby, feminine, senior and other personal products at low cost to those who struggle to afford these items",Faith-based organization,churchoutserving@gmail.com,Call or e-mail for more information,No restrictions,Nominal fee for personal products through The Bottom Line,,"Office hours - Mon-Fri 9 am-5 pm
Dates: We Believe in Simcoe - annually in May
Celebrate Recovery - every Tue at 7 pm at Evergreen Heights Church, Simcoe
First Serving Dinners - second, third and fourth Mon of the month at 5:30 pm (Sep-Jun) at First Baptist Church, Simcoe",English,www.churchoutserving.org,Haldimand - NULL - NULL;Norfolk - NULL - NULL,519-428-1637,,,,Mar 27 2018,Contact Brant,en
55641927,55641926,55641925,Alliston Out of the Cold,Alliston Out of the Cold,Alliston Out of the Cold,Alliston Christian Fellowship; 41 Paris St,New Tecumseth,Simcoe,ON,Canada,L9R 1J3,44.15251,-79.871694,ALL0174,CWD-SIMCATEGORY; DISASTER; TAX,Emergency / Disaster Shelter Services; Food -- Meals; Food and Water; Free / Low-Cost Meals; Shelter,Free / Low Cost Meals;Free / Low-cost meals;Homeless Shelters;Homeless Shelters / Drop-Ins,BD-5000.1470; BH-1800.8500,Community Meals; Homeless Shelter,,"Out of the Cold provides safe, respectful and welcoming overnight accommodation and meals to those experiencing homelessness from November to April, facilitating connection to other services and resources in the community
<br>
<br>Capacity of 16 beds per night, operates on a first come first served basis for securing a bed for the night
<br>
<br>Guests in need of transportation should contact office to discuss possible arrangements
<br>
<br>Accepts donations * check website for current list","Out of the Cold provides safe, respectful and welcoming overnight accommodation and meals to those experiencing homelessness from November to April, facilitating connection to other services and resources in the community
<br>
<br>Capacity of 16 beds per night, operates on a first come first served basis for securing a bed for the night
<br>
<br>Guests in need of transportation should contact office to discuss possible arrangements
<br>
<br>Accepts donations * check website for current list",info@allistonoutofthecold.life,Register in person on location between 8 pm-9:30 pm,"Those needing a warm place to stay for the night

Substance use/abuse, mental health issues, etc. are not an impediment to stay. Guests must be able to manage their behaviours and self in order to be admitted.<br /><br />Age Requirements: Ages: 16 year(s) and up; ",None,,"Registration: Mon-Sun 8 pm-9:30 pm (doors close at 9:30 pm, no late entries unless prearranged and approved) * Shelter: Mon-Sun 8 pm-8 am * Extreme weather extended hours: Mon-Sun 5 pm-9 am (call to confirm)
Dates: Nov-Mid Apr",English,www.allistonoutofthecold.life,Simcoe - Adjala-Tosorontio - NULL;Simcoe - Bradford West Gwillimbury - NULL;Simcoe - Essa - NULL;Simcoe - Innisfil - NULL;Simcoe - New Tecumseth - NULL;Simcoe - New Tecumseth - Alliston;Simcoe - Essa - Borden CFB,705-435-7293 (messages received after 7 pm),,,,Apr 3 2018,,en
55741662,55741661,55741660,Outreach St George's Kingston,Lunch by George,Lunch by George,St. George's Hall; 129 Wellington St,Kingston,Frontenac,ON,Canada,K7M 7K8,44.22963,-76.483241,KGN1322,O211-6-EASTERN; TAX,Community -- Drop Ins; Food; Housing/Shelter,Clothing;Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Homeless Shelters;Homeless Shelters / Drop-Ins,BD-5000.8300; BH-1800.3500; BM-6500.1500-250,Homeless Meals; Homeless Drop In Centres; General Clothing Provision,,Drop-in centre offering food programs and free clothing to those in need,Drop-in centre offering food programs and free clothing to those in need,info@osgk.org,Drop in during hours of operations * no referral needed,No restrictions * for those in need,None,,"Administration Mon-Fri 9 am-11:30 am
Meetings: Drop-in Mon-Fri 9 am-11:30 am * Coffee 9 am * Soup 10 am * Hot Lunch 11 am",English,www.osgk.org,Frontenac - Kingston - NULL,613-548-4617 ext 30,,,613-548-7466,Mar 9 2018,Community Information Centre of Ottawa,en
55743922,55743921,55743920,Bay Park Baptist Church,Bay Park Baptist Church,Bay Park Baptist Church,775 Progress Ave,Kingston,Frontenac,ON,Canada,K7M 6R8,44.247052,-76.577631,KGN6112,O211-6-EASTERN; TAX,Community -- Churches/Religious; Food,Children's Programs;Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; PV-6500.1500*YR-1500.1050; PV-6500.1500*YR-1500.1050; PS-9800.1500; PV-7000,Community Meals; Christian Churches*Baptist Community; Christian Churches*Communauté baptiste; Faith Based Youth Programs; Religious Activities,,Baptist church * holds regular worship services and various activities,Baptist church * holds regular worship services and various activities,office@baypark.ca,Call or visit website for more information.,No restrictions * Kidz club: children 3 years old to grade 6 * Student Ministries : students from grade 6-12,Program - Bay Park Alive Supper $5 per person * $20 per family * free for children under two years old * Kidz Klub has a registration fee (2018) ; None,,"Administration Mon-Fri 9 am-4 pm
Meetings: * Worship Services Sun 9 am, 11 am
* Ladies Coffee Hour & Bible Study Wed 9:30 am
* Bay Park Alive Supper Wed 5:30 pm, Sep-May
* Kidz Klub Wed 6:30 pm-8 pm, Sep-May
* Student Ministries Fri 7 pm-9 pm
* Men''s Prayer Fri 8:30 am
* Life Groups: varies",English,www.baypark.ca,Frontenac - Kingston - NULL,613-389-2920,,,,Feb 13 2018,Community Information Centre of Ottawa,en
55752006,55752005,55752004,Springwater-Elmvale Farmers' Market,Springwater-Elmvale Farmers' Market,Springwater-Elmvale Farmers' Market,Municipal Parking Lot; 35 Queen St W,Springwater,Simcoe,ON,Canada,L0L 1P0,44.582588,-79.8679,MID1197,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Sells * fresh local produce * homebaking * preserves * meats * local artisans and crafters  * fudge * barbecue * live entertainment  and other occasional sellers such as essential oil, apple cider, handmade soaps, flowers etc * a display table is available for use by community organizations.","Sells * fresh local produce * homebaking * preserves * meats * local artisans and crafters  * fudge * barbecue * live entertainment  and other occasional sellers such as essential oil, apple cider, handmade soaps, flowers etc * a display table is available for use by community organizations.",,Vendor registration form available on website,Vendors must live in and produce their products in Simcoe County,Service,,"Fri 9 am-2 pm
Dates: June 15 to Sep 28, 2018",English,www.springwater.ca/community/springwater_elmvale_farmers_market,Simcoe - Springwater - NULL,,,,,Apr 6 2018,Community Reach,en
55752457,55752456,55752455,Huntsville Farmers Market,Huntsville Farmers Market,Huntsville Farmers Market,77 King William St,Huntsville,Muskoka,ON,Canada,P1H 1E5,45.334606,-79.205357,MUS0552,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"A farmer's market for items that are baked, made, or grown. No resellers.","A farmer's market for items that are baked, made, or grown. No resellers.",sherrysgourmet@gmail.com,Application required for vendors,No restrictions,None,,"Thu 9 am-2 pm
Dates: May 17-Oct 4, 2017",English,,Muskoka - Huntsville - NULL,705-788-4400 May-Oct only,,,,Apr 12 2018,,en
55863858,55863857,55863856,Goderich Farmers' Market,Goderich Farmers' Market,Goderich Farmers' Market,1 Courthouse Square,Goderich,Huron,ON,Canada,N7A 1M2,43.742825,-81.711502,GBA3312,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Outdoor Farmers' Market offering Ontario grown fruits and vegetables * honey * maple syrup * pork and beef products * baked goods, preserves and local arts and crafts * plants and flowers * Flea Market","Outdoor Farmers' Market offering Ontario grown fruits and vegetables * honey * maple syrup * pork and beef products * baked goods, preserves and local arts and crafts * plants and flowers * Flea Market",bia@goderich.ca,Visit or call for information,No restrictions,Service,,"Farmer''s Market Sat 8 am-1 pm  * Flea Market Sun 9 am-3 pm
Dates: Victoria Day - up to and including Thanksgiving weekend",English,www.goderichbia.ca,Huron - Goderich - NULL,519-440-0871,,,519-524-1466,Apr 19 2018,United Way Perth-Huron,en
55869073,55869072,55869071,Information London - Community Services Directory for London and Middlesex,Information London - Community Services Directory for London and Middlesex,Information London - Community Services Directory for London and Middlesex,,London,Middlesex,ON,Canada,,,,LON3257,DISASTER,Food and Water; Information Lines and General Information,Food banks;Food Hampers;Free / Low Cost Meals;Free / Low-cost meals;Tax Services;Test - Food Banks,TJ-6500.1000; TJ-6500.1700*YZ-3260; TJ-6500.1700*YZ-3260; BD-1800.2000; BD-5000.1470; DT-8800; TJ-1800.3300*YZ-3260; TJ-1800.3300*YZ-3260,Community Calendars; Directory/Resource List Publication*Human/Social Services Issues; Directory/Resource List Publication*Questions relatives aux services sociaux et à la personne; Food Banks; Community Meals; Tax Preparation Assistance; Internet Information Resources*Human/Social Services Issues; Internet Information Resources*Questions relatives aux services sociaux et à la personne,,"Community services directory website for residents of London and Middlesex County * links to local publications * online versions of the <i>Help Yourself Through Hard Times </i>guide to basic needs services in London and Middlesex<i>, </i>and monthly calendar of meal programs in London  * community and social services events calendar","Community services directory website for residents of London and Middlesex County * links to local publications * online versions of the <i>Help Yourself Through Hard Times </i>guide to basic needs services in London and Middlesex<i>, </i>and monthly calendar of meal programs in London  * community and social services events calendar",informationlondon@thehealthline.ca,Visit website,People seeking information about social services<br /><br />Residency Requirements: London and Middlesex,Free,,Admininstration: Mon-Fri 9am-5pm,English,www.informationlondon.ca,Middlesex - London - NULL;Middlesex - NULL - NULL,,,,,Apr 12 2018,thehealthline.ca Information Network,en
55893337,55893336,55893335,Peterborough Downtown Farmers' Market,Peterborough Downtown Farmers' Market,Peterborough Downtown Farmers' Market,Charlotte St,Peterborough,Peterborough,ON,Canada,K9J 2S1,44.303374,-78.321093,PET1789,PET-BLUEBOOK,Business / Consumer Services; Farming / Agriculture / Horticulture; Food / Food Banks / Meal Programs,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Local farmers' market with local vendors selling seasonal produce and flowers, local meats and cheeses, hot foods for take-out, maple syrup, honey, baked goods and arts and crafts","Local farmers' market with local vendors selling seasonal produce and flowers, local meats and cheeses, hot foods for take-out, maple syrup, honey, baked goods and arts and crafts",,Vendor application deadline Apr 1 * application available online,No restrictions to attend * eligible vendors must grow or produce 80% of the what they sell,Service - vendors pay for their booths ; Free spaces for not-for-profits usually available * call for information.,,"Wed 8:30 am-2 pm
Dates: First Wed in May to the last Wed in Oct",English,www.ptbodowntownmarket.com,Peterborough - Peterborough - NULL,,,,,May 31 2017,,en
56008993,56008992,56008991,Community Breakfast,Elmwood Avenue Presbyterian Church,Elmwood Avenue Presbyterian Church,111 Elmwood Ave E,London,Middlesex,ON,Canada,N6C 1J4,42.971198,-81.25492,LON5569,CEP; TAX,Food -- Meals; Immediate,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300; PV-6500.1500*YR-1500.6500; PV-6500.1500*YR-1500.6500,Homeless Meals; Christian Churches*Communauté presbytérienne; Christian Churches*Presbyterian Community,,"Community meal program * available fifth Saturday of Mar, Jun, Sept, Dec from 9am-10:30am * call ahead to confirm meal dates and times","Community meal program * available fifth Saturday of Mar, Jun, Sept, Dec from 9am-10:30am * call ahead to confirm meal dates and times",contact@elmwoodchurch.ca,Call or drop in * no referral required,People and families in need<br /><br />Residency Requirements: London,Free,,Administration: Mon-Fri 8:30am-12:30pm,English,www.elmwoodchurch.ca,Middlesex - London - NULL,519-438-3492,,,,Apr 18 2018,thehealthline.ca Information Network,en
56016617,56016616,56016615,Baysville Farmer's Market,Baysville Farmer's Market,Baysville Farmer's Market,Baysville Country Store; 2611 Muskoka Rd. 117,Lake Of Bays,Muskoka,ON,Canada,,45.148386,-79.118518,MUS1740,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Farmers market with over a dozen vendors selling different items such as fresh meats, fish and local produce, home baking, preserves & crafts.","Farmers market with over a dozen vendors selling different items such as fresh meats, fish and local produce, home baking, preserves & crafts.",brooks.white@sympatico.ca,Registration fee for vendors * Walk in for public,No restrictions,Vendors $125 per season or $15 per week,,"Fri 2 pm-6 pm
Dates: Jun 29-Aug 30, 2018",English,www.baysvillefarmersmarket.com,Muskoka - Lake Of Bays - Baysville,,,,,Apr 13 2018,,en
56024208,56024207,56024206,Community Breakfast,Immaculate Conception Roman Catholic Church,Stratford,50 Well St,Stratford,Perth,ON,Canada,N5A 4L7,43.367959,-80.971679,PER2254,TAX,Food -- Meals,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470,Community Meals,,Community breakfast open to the community * held at Immaculate Conception Church Hall,"Saturday Mass 5 pm, Sunday Mass 10 am * Confessions Sat 4 pm-4:30 pm 
<br>
<br>Also offers: 
<br>* 1 week summer camp for kids (Kindergarten to Grade 5) in the end of Jul -  call Mary at 519-271-6722 ext 26 for details and registration",stjimcstrat@dol.ca,Call for details or attend,Open to the community and to all denominations,Low cost suggested menu prices range from $3 - $5,,"Thu 8:30 am-9 am
Dates: Sep-Jun * no breakfast Christmas Day, New Years Day and July OR August",English,www.stratfordcatholic.com,Perth - NULL - NULL,"Church 519-271-6722, Church Hall Ext 50",,,519-880-3686,Apr 23 2018,United Way Perth-Huron,en
56024340,56024339,56024338,St Stephen's Presbyterian Church,St Stephen's Presbyterian Church,Peterborough,1140 St Paul's St,Peterborough,Peterborough,ON,Canada,K9H 7C3,44.332105,-78.324155,PET0732,PET-BLUEBOOK; TAX,Community -- Churches/Religious; Food / Food Banks / Meal Programs; Places of Worship,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; PV-6500.1500*YR-1500.6500; PV-6500.1500*YR-1500.6500,Community Meals; Christian Churches*Communauté presbytérienne; Christian Churches*Presbyterian Community,,"Sunday service at 10 am. Also offers:
<br>
<br>* Church school program for children 4-13 and nursery for infants and toddlers
<br>* other mid-week activities, check website for information
<br>* monthly <b>community pasta supper</b> for $2 (free if unable to afford)","Sunday service at 10 am. Also offers:
<br>
<br>* Church school program for children 4-13 and nursery for infants and toddlers
<br>* other mid-week activities, check website for information
<br>* monthly <b>community pasta supper</b> for $2 (free if unable to afford)",st.stephens@bellnet.ca,Attend service or contact for information,No restrictions,Donation - $2 cost for monthly meal if able,,"Office: Tue-Fri 9:30 am-1 pm * Community supper held on the third Fri of each month, 5:30 pm-7 pm, including statutory holidays",English,www.ststephenspeterborough.ca,Peterborough - NULL - NULL,705-743-4411,,,,Apr 24 2018,,en
56026495,56026494,56026493,Agape Table Meal Program,Knox United Church - Kenora,Knox United Church - Kenora,116 5th Ave S,Kenora,Kenora,ON,Canada,P9N 2A2,49.765496,-94.484969,KEN0071,CCAC; TAX,Food -- Meals; North West,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300,Homeless Meals,,"<ul><li>Provides a meal to individuals in need
<br><li>Coordinated by volunteers who make soup and other food items as well as set up, serve, and clean up
<br><li>Appreciates any community members who have some time to volunteer</ul>",Offers a place of worship in a Christian setting,office@knoxunitedkenora.ca,"Operates on a drop-in basis

<strong>Volunteers</strong>
If interested in assisting, email office@knoxunitedkenora.ca and indicate ""Attention-Bill Cameron""",Meal open to anyone in need,None,,"Office Mon-Fri 8:45 am-11:45 am
Agape Table Tue, Thu-Fri 11 am-12 noon",English,www.knoxunitedkenora.ca,Kenora - Kenora - NULL,807-468-6923,,,807-468-4557,Feb 8 2018,211 Ontario North,en
56026497,56026494,56026493,Worship Services,Knox United Church - Kenora,Knox United Church - Kenora,116 5th Ave S,Kenora,Kenora,ON,Canada,P9N 2A2,49.765496,-94.484969,TBY1618,TAX,Community -- Churches/Religious,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300; PV-6500.1500; RD-1900,Homeless Meals; Christian Churches; Faith Based Counselling,,"<ul><li>Offers a place of worship in a Christian setting 
<br><li>Affiliated with The United Church of Canada
<br><li>Provides services for adults, youth and children
<br><li>Offers spiritual counselling and guidance
<br><li>Provides the Agape Table lunch program three times per week (except in summer) for individuals in need</ul>",Offers a place of worship in a Christian setting,office@knoxunitedkenora.ca,Call or visit,Sunday School classes for children up to Grade 6 and youth from Grade 7-12,None,,"Office Mon-Fri 8:45 am-11:45 am
Connection Cafe Sun 10 am in church lobby
Worship Service Sun 10:30 am
Sunday School during Worship service",English,www.knoxunitedkenora.ca/,Kenora - Kenora - NULL,807-468-6923,,,807-468-4557,Feb 8 2018,211 Ontario North,en
56031220,56031219,56031218,Farmers Market,City Market,Windsor - Walker Rd,1030 Walker Rd,Windsor,Essex,ON,Canada,N8Y 2N5,42.319298,-83.004495,WIN0460,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Features Local Products such as;
<br>* produce
<br>* fish 
<br>* baked goods
<br>* flowers
<br>* a wide range of other products","Features Local Products such as;
<br>* produce
<br>* fish 
<br>* baked goods
<br>* flowers
<br>* a wide range of other products",generalmanager@thecitymarket.ca,Registration required for vendors,No restrictions,Service - for vendors -- vary depending on vendor stand size ; None - for general public,,"Mon-Fri: 9 am-6 pm * Sat, 8 am-5 pm * Sun, 11 am-4 pm",English,www.thecitymarket.ca/,Essex - Windsor - NULL;Essex - NULL - NULL,226-674-2700,,,,Apr 25 2018,,en
56121893,56121892,56121891,Music Market & Park It,Stayner Farmers Market,Stayner Farmers Market,Station Park; 7259 Hwy 26,Clearview,Simcoe,ON,Canada,L0M 1S0,44.419981,-80.088385,CWD2062,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Farmers market offering 50 vendors with a variety of items, live music, children's events and a display of classic cars and trucks.","Farmers market offering 50 vendors with a variety of items, live music, children's events and a display of classic cars and trucks.",,Attend,No restrictions,None - music and events are free ; Vendors: call for details,,"Thu 5 pm-8:30 pm * music 7 pm-9 pm

Inquiries: Mon-Fri 8:30 am-4:30 pm
Dates: Jun 7-Aug 30 2018",English,www.clearview.ca/home/information/general-notices/musicmarketparkit,Simcoe - Clearview - Stayner,,,,,May 2 2018,,en
56146565,56146564,56146563,The Lunch Bunch,St James Anglican Church,Ingersoll - Oxford St,184 Oxford St,Ingersoll,Oxford,ON,Canada,N5C 2V7,43.036281,-80.883307,OXF0738,CEP; TAX,Food -- Meals; Immediate,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;School meal programs,BD-5000.8200; BD-5000.8300,School Lunches/Snacks; Homeless Meals,,Offers free hot lunch for elementary students and adults in the community * buses kids from their Ingersoll schools to the church and back for a hot lunch during school year * arranged through the school principal on a yearly basis,Church,stjamesoffice@execulink.com,"General public walk-in <br>
School kids application process through the school during the school year",Individuals or families in need,None,,"Wed 10:45 am-11:15 am Elementary Students are served<br>
Wed 11:30 am-12:30 pm Adults in the community are served<br>
Each Wed of the month beginning first Wed in Oct- last Wed in May * if school buses are cancelled or delayed so is this program",English,www.ocl.net/projects/stjamesanglican/,Oxford - NULL - NULL,519-485-0385,,,,Apr 30 2018,Information Oxford,en
56245637,56245636,56245635,Barrie Farmers' Market,Barrie Farmers' Market,Barrie Farmers' Market,70 Collier St,Barrie,Simcoe,ON,Canada,L4M 1G8,44.390819,-79.686518,BAR0006,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Featuring Everything Under the Sun * fresh produce in season, honey, eggs, fish, meats, baked goods, maple syrup, plants, preserves, organic produce, herbs, artists and artisans * held on Mulcaster Street at City Hall for May-October and in the City Hall Rotunda for November-April","Featuring Everything Under the Sun * fresh produce in season, honey, eggs, fish, meats, baked goods, maple syrup, plants, preserves, organic produce, herbs, artists and artisans * held on Mulcaster Street at City Hall for May-October and in the City Hall Rotunda for November-April",info@barriefarmersmarket.ca,Email Market Manager or visit website,No restrictions,None - for admission * fee for market products,,Sat 8 am-12 noon,English,www.barriefarmersmarket.ca,Simcoe - Barrie - NULL,,,,,May 9 2018,"Barrie Public Library, Information Barrie",en
56249876,56249875,56249874,Hess Street Baptist Mission Inc.,Hess Street Baptist Mission Inc.,Hess Street Baptist Mission Inc.,179 Hess St N,Hamilton,Hamilton,ON,Canada,L8R 2T1,43.26439,-79.874953,HAM1916,TAX,Recreation -- Crafts/Hobbies,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470*YS-5000.5000; BD-5000.1470*YS-5000.5000; PV-6500.1500*YH-1800.8100; PV-6500.1500*YH-1800.8100; PV-6500.1500*YH-1800.8100*YR-1500.1050; PV-6500.1500*YH-1800.8100*YR-1500.1050; PV-6500.1500*YH-1800.8100*YR-1500.1050; PV-6500.1500*YH-1800.8100*YR-1500.1050; PL-7000.4350; PV-7000,Community Meals*Hommes; Community Meals*Men; Christian Churches*Communauté espagnole; Christian Churches*Spanish Community; Christian Churches*Communauté espagnole*Baptist Community; Christian Churches*Communauté espagnole*Communauté baptiste; Christian Churches*Spanish Community*Baptist Community; Christian Churches*Spanish Community*Communauté baptiste; Games; Religious Activities,,"Non-Denominational Church
<br>Men's Breakfast offered","Non-Denominational Church
<br>Men's Breakfast offered",,No application required,Open to all,None,,"Worship Service: Sun 10:30 am, Wed 11 am
Meetings: Powerhouse: 1st and last Fri of the month, 7:30 pm-9 pm * Men''s Breakfast: 2nd Sat of the month 9 am * Board Games Night: 3rd Fri of the month 6:30 pm-9 pm",English,,Hamilton - NULL - NULL,905-529-4187,,,,Mar 9 2018,Information Hamilton,en
56266952,56266951,56266950,Alleviate Poverty by Enhancing Local Food Security and Education,Nourish and Develop Foundation (The),Nourish and Develop Foundation (The),Nourish Community Hub; 16 York St,Brock,Durham,ON,Canada,L0E 1E0,44.351059,-79.037557,OSH0852,DDSBMADNEW; DISASTER; DRNORTHBOOK,Food & Nutrition; Food and Water; Food Banks and Food Security; Health,Counselling / Therapy;Food Banks;Food Hampers;Free / Low Cost Meals;Free / Low-cost meals;Test - Food Banks,BD-1800.2000; BD-2600.1500; LH-2700.6000; RP-1400.2500; BD-5000.1470; TD-1600.3200,Food Banks; Community Gardening; Nutrition Education; General Counselling Services; Community Meals; Hunger/Poverty Action Groups,,"Poverty reduction foundation * enhanced food security and education for self reliance * food pantry, emergency food supplies, biweekly Community Lunch, The Maple Tree Community Garden  * educational sessions, Commons Timebanking
<br>
<br>Counselling and psychotherapy offered through Ataraxia Counselling and Psychotherapy","Charitable non-profit foundation, promotes local food security and self-reliance through collaborative programs and partnerships that inspire lasting solutions and life-long learning",info@tndf.ca,Short intake process required on your first visit * call 705-432-2444 for details * appointment required for Counselling - to arrange a time email ataraxiapsychotherapy@gmail.com,Those in need,Membership - for some programs including community garden ; None,,"Office Mon-Fri 9 am-4:30 pm * Food Pantry Tue, Fri 10 am-1 pm * call to make arrangements for emergency food service or to rent hub space * Counselling available by appointment",English; Spanish - One staff member,www.tndf.ca,Durham - Brock - NULL,705-432-2444,1-855-445-8633 (TNDF),,705-972-3002,May 10 2018,Information Durham,en
56267544,56267543,56267542,McKellar Farm Producers Market,McKellar Farm Producers Market,McKellar,Minerva's Mill Pond Park; 677 Hwy 124,Mckellar,Parry Sound,ON,Canada,P0G 1C0,45.506725,-79.920779,PSD0524,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,A weekly summer market offers local produce of fresh fruits and vegetables and craft products from within 100 mile radius of McKellar * Thanksgiving and Christmas market events held at McKellar Community Centre,A weekly summer market offers local produce of fresh fruits and vegetables and craft products from within 100 mile radius of McKellar * Thanksgiving and Christmas market events held at McKellar Community Centre,edc@township.mckellar.on.ca,No restrictions for public * application required for vendors,No restrictions,Rental fee for vendors,,"Weekly summer market Sat 10 am-1 pm * Thanksgiving and Christmas markets Sat 10 am-3 pm
Dates: Jun 30-Sep 1 2018 * Thanksgiving market Oct 6 * Christmas market Nov 17",English,township.mckellar.on.ca/mckellar-market/,Parry Sound - Mckellar - NULL;Parry Sound - Parry Sound - NULL,,,,,May 8 2018,,en
56268357,56268356,56268355,Port Hope Farmers' Market,Port Hope Farmers' Market,Mailing Address,56 Queen St,Port Hope,Northumberland,ON,Canada,L1A 1Y3,43.949164,-78.293459,SHA1435,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Weekly farmers market.
<br>* A vendor-run organization
<br>* Many special events throughout the season","Weekly farmers market.
<br>* A vendor-run organization
<br>* Many special events throughout the season",sharonbbahr@gmail.com,Call for information,No restrictions,Service - Vendor Fees,,"56 Queen St, Port Hope-behind Town Hall: Sat 8 am-1 pm 
Gilmers'' Home Hardware Parking Lot, 177 Toronto Rd., Port Hope: Wed 12 noon-5 pm
Dates: May-October 
Port Hope Rec. Centre for Christmas Market: Dec 8, 2018
Arts Festival: Aug 11, 2018",English,porthopefarmersmarket.ca,Northumberland - Port Hope - NULL,,,,,May 7 2018,,en
56367558,56367557,56367556,Pro Labore Dei,Pro Labore Dei,Guelph,,Guelph,Wellington,ON,Canada,,,,GUE0665,,,Clothing;Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Meals for seniors / people with disabilities,BD-5000.1500; BM-6500.1500-250; TJ-3000.8000*YZ-1950; TJ-3000.8000*YZ-1950; TJ-6500.6300*YB-8000; TJ-6500.6300*YB-8000; BD-5000.8300,Congregate Meals/Nutrition Sites; General Clothing Provision; Specialized Information and Referral*Employment Issues; Specialized Information and Referral*Questions relatives à l'emploi; Outreach Programs*Aînés; Outreach Programs*Older Adults; Homeless Meals,,"Services include:
<br>* distribution of clothing and personal care products
<br>* hot meals outreach
<br>* one-on-one counselling 
<br>* job referrals for newcomers
<br>* referral to employment agencies  
<br>* self-development opportunities
<br>* support services for older adults
<br>
<br>**Volunteer opportunities available",Provides clothing and vocational training to people with low income and people who are homeless.,pldguelph@prolaboredei.org,"See website for information
In-person visit by appointment","Clients include individuals who are homeless, people with disabilities, older adults experiencing financial challenges, people experiencing unemployment or illness",None,,"Mon-Thu 9 am-12 noon
Meals outreach: last Thu of every month 10 am-7 pm",English,www.prolaboredei.org/canada.html,Wellington - Guelph - NULL,519-222-2655,,,,Mar 27 2018,PIN - The People and Information Network,en
